일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2017/03/31","41200","-780","-1.86","41820","42020","41200","210006","435298443314","289799434220000","140679337"
"2017/03/30","41980","200","0.48","41880","42440","41880","164080","344971150768","295285928363000","140679337"
"2017/03/29","41780","300","0.72","41740","41960","41580","201865","422197495000","293879134993000","140679337"
"2017/03/28","41480","280","0.68","41560","41840","41380","164325","341296698516","291768944938000","140679337"
"2017/03/27","41200","-300","-0.72","41200","41880","41180","243553","504592076000","289799434220000","140679337"
"2017/03/24","41500","-300","-0.72","41600","41980","41080","256163","530938712000","291909624275000","140679337"
"2017/03/23","41800","-660","-1.55","42200","42360","41700","307942","646289782000","294019814330000","140679337"
"2017/03/22","42460","-100","-0.23","41600","42460","41580","328545","692409571000","298662232451000","140679337"
"2017/03/21","42560","660","1.58","41780","42680","41760","284403","602990851000","299365629136000","140679337"
"2017/03/20","41900","-500","-1.18","42000","42120","41740","205001","430186522000","294723211015000","140679337"
"2017/03/17","42400","560","1.34","41800","42500","41720","252046","532446350182","298240194440000","140679337"
"2017/03/16","41840","440","1.06","41800","42180","41540","198663","416143732076","294301173004000","140679337"
"2017/03/15","41400","40","0.10","40800","41440","40800","191757","396105182000","291206227590000","140679337"
"2017/03/14","41360","760","1.87","40620","41540","40500","226501","465321450000","290924868916000","140679337"
"2017/03/13","40600","420","1.05","40040","40980","40040","148482","301928658780","285579054110000","140679337"
"2017/03/10","40180","-20","-0.05","39960","40420","39860","204556","410726976000","282624788033000","140679337"
"2017/03/09","40200","0","0.00","40200","40300","40020","287445","577610022940","282765467370000","140679337"
"2017/03/08","40200","0","0.00","40200","40620","40140","242819","488713133000","282765467370000","140679337"
"2017/03/07","40200","120","0.30","39800","40320","39800","211065","423428915000","282765467370000","140679337"
"2017/03/06","40080","460","1.16","39220","40220","39220","244697","489212561000","281921391348000","140679337"
"2017/03/03","39620","-100","-0.25","39340","39720","39160","254174","500689858000","278685766597000","140679337"
"2017/03/02","39720","1280","3.33","38420","39860","38420","424996","836460978216","279389163282000","140679337"
"2017/02/28","38440","380","1.00","38060","38760","37960","301774","580207013998","270385685714000","140679337"
"2017/02/27","38060","-160","-0.42","38020","38140","37700","180674","343096653618","267712778311000","140679337"
"2017/02/24","38220","-960","-2.45","38960","39100","38060","185937","357260634111","268838213007000","140679337"
"2017/02/23","39180","-120","-0.31","39020","39440","39020","204346","400994268720","275590821183000","140679337"
"2017/02/22","39300","360","0.92","39000","39340","38980","170789","334547464000","276434897205000","140679337"
"2017/02/21","38940","280","0.72","38540","39560","38420","211252","413336610000","273902669139000","140679337"
"2017/02/20","38660","800","2.11","38220","38780","38160","149716","288243106000","271933158421000","140679337"
"2017/02/17","37860","-160","-0.42","37560","38040","37280","307549","578593933000","266305984941000","140679337"
"2017/02/16","38020","300","0.80","37800","38360","37780","204527","388963883000","267431419637000","140679337"
"2017/02/15","37720","140","0.37","37080","37960","37080","283831","531678307000","265321229582000","140679337"
"2017/02/14","37580","-380","-1.00","37960","38260","37320","262483","493995136012","264336474223000","140679337"
"2017/02/13","37960","-400","-1.04","37740","38060","37720","222041","421255280000","267009381626000","140679337"
"2017/02/10","38360","-40","-0.10","38400","38760","38300","220415","423823338000","269822968366000","140679337"
"2017/02/09","38400","0","0.00","38780","38840","38220","273883","527055233000","270104327040000","140679337"
"2017/02/08","38400","-420","-1.08","38740","38780","38200","341859","656565454955","270104327040000","140679337"
"2017/02/07","38820","-740","-1.87","39560","39580","38760","280836","548421779000","273058593117000","140679337"
"2017/02/06","39560","100","0.25","39580","39660","39140","177214","348886089986","278263728586000","140679337"
"2017/02/03","39460","100","0.25","39400","39500","39180","207727","408577562454","277560331901000","140679337"
"2017/02/02","39360","240","0.61","39600","39660","39200","300586","593352785459","276856935216000","140679337"
"2017/02/01","39120","-340","-0.86","39540","39660","39040","283008","556882303240","275168783172000","140679337"
"2017/01/31","39460","-440","-1.10","39900","39900","39460","359844","713064586560","277560331901000","140679337"
"2017/01/26","39900","500","1.27","39420","40000","39420","304290","605792828956","280655277315000","140679337"
"2017/01/25","39400","1240","3.25","38340","39400","38320","268677","523803542485","277138293890000","140679337"
"2017/01/24","38160","100","0.26","38120","38580","37880","220975","421543682194","268416174996000","140679337"
"2017/01/23","38060","860","2.31","37200","38060","37000","176208","331203651960","267712778311000","140679337"
"2017/01/20","37200","-280","-0.75","37120","37420","36880","183700","341612085687","261663566820000","140679337"
"2017/01/19","37480","540","1.46","37720","37920","37020","188378","352854524412","263633077538000","140679337"
"2017/01/18","36940","-20","-0.05","37040","37500","36620","177508","328695678000","259834735439000","140679337"
"2017/01/17","36960","300","0.82","36580","37460","36580","163014","302636648657","259975414776000","140679337"
"2017/01/16","36660","-800","-2.14","36860","37820","36320","332230","613092114505","257865224721000","140679337"
"2017/01/13","37460","-1340","-3.45","38100","38320","37460","319089","601738652990","263492398201000","140679337"
"2017/01/12","38800","520","1.36","38000","38800","37980","233383","448331948000","272917913780000","140679337"
"2017/01/11","38280","1040","2.79","37520","38560","37420","240363","457577214820","269260251018000","140679337"
"2017/01/10","37240","20","0.05","37280","37400","37080","181996","338661320160","261944925494000","140679337"
"2017/01/09","37220","1020","2.82","36600","37500","36560","263898","490866560500","261804246157000","140679337"
"2017/01/06","36200","640","1.80","36180","36440","36040","177619","321737489344","254629599970000","140679337"
"2017/01/05","35560","-600","-1.66","36060","36060","35540","219349","392320929368","250127861186000","140679337"
"2017/01/04","36160","-320","-0.88","36500","36520","36100","159435","289084849500","254348241296000","140679337"
"2017/01/03","36480","380","1.05","36280","36620","36020","147153","267688372000","256599110688000","140679337"
"2017/01/02","36100","60","0.17","35980","36240","35880","93012","167931825000","253926203285000","140679337"
"2016/12/29","36040","280","0.78","35420","36040","35400","150329","269850552000","253504165274000","140679337"
"2016/12/28","35760","-220","-0.61","35840","35980","35600","133258","238389027152","251534654556000","140679337"
"2016/12/27","35980","20","0.06","35980","36200","35860","93069","167499160785","253082127263000","140679337"
"2016/12/26","35960","320","0.90","35600","36000","35560","96472","173030035000","252941447926000","140679337"
"2016/12/23","35640","-540","-1.49","36020","36080","35600","166697","298604129418","250690578534000","140679337"
"2016/12/22","36180","80","0.22","36260","36300","35980","127092","229710038134","254488920633000","140679337"
"2016/12/21","36100","-140","-0.39","36360","36600","36020","131042","237420331285","253926203285000","140679337"
"2016/12/20","36240","340","0.95","35920","36400","35840","152304","275938388430","254910958644000","140679337"
"2016/12/19","35900","40","0.11","35620","36380","35620","108716","195757157000","252519409915000","140679337"
"2016/12/16","35860","680","1.93","35300","36020","35200","234954","419623425700","252238051241000","140679337"
"2016/12/15","35180","-360","-1.01","34820","35500","34820","115471","203583609000","247454953783000","140679337"
"2016/12/14","35540","220","0.62","35560","35680","35280","149102","264437231000","249987181849000","140679337"
"2016/12/13","35320","280","0.80","34620","35440","34620","233689","409728914200","248439709142000","140679337"
"2016/12/12","35040","-560","-1.57","34660","35360","34660","228289","399291165500","246470198424000","140679337"
"2016/12/09","35600","-200","-0.56","35900","35900","35400","213049","379081226474","250409219860000","140679337"
"2016/12/08","35800","360","1.02","35980","36020","35520","329251","589640895582","251816013230000","140679337"
"2016/12/07","35440","480","1.37","35040","35480","35040","192073","339769712536","249283785164000","140679337"
"2016/12/06","34960","600","1.75","34440","35200","34400","280036","489622452000","245907481076000","140679337"
"2016/12/05","34360","-180","-0.52","34340","34680","34220","169692","291435438000","241687100966000","140679337"
"2016/12/02","34540","-440","-1.26","34480","34760","34140","307059","528538388000","242953214999000","140679337"
"2016/12/01","34980","60","0.17","34800","35060","34660","310707","542448277092","246048160413000","140679337"
"2016/11/30","34920","1380","4.11","33540","34940","33540","570704","988823611550","245626122402000","140679337"
"2016/11/29","33540","0","0.00","33800","33960","33380","361626","607458458280","235919248149000","140679337"
"2016/11/28","33540","540","1.64","33000","33620","32800","265881","442600871333","235919248149000","140679337"
"2016/11/25","33000","0","0.00","32820","33040","32660","125538","206358388000","232120906050000","140679337"
"2016/11/24","33000","20","0.06","32980","33040","32660","155143","255093661500","232120906050000","140679337"
"2016/11/23","32980","180","0.55","33220","33220","32520","253372","417961482000","231980226713000","140679337"
"2016/11/22","32800","940","2.95","32140","32900","32000","195022","318656187000","230714112680000","140679337"
"2016/11/21","31860","140","0.44","31300","32120","31300","163604","260615034000","224102183841000","140679337"
"2016/11/18","31720","360","1.15","31640","31760","31400","189215","299279702102","223117428482000","140679337"
"2016/11/17","31360","200","0.64","31100","31520","30900","157411","245970119000","220585200416000","140679337"
"2016/11/16","31160","380","1.23","30800","31280","30800","266164","413966727116","219178407046000","140679337"
"2016/11/15","30780","-280","-0.90","31060","31620","30780","273314","425285469000","216505499643000","140679337"
"2016/11/14","31060","-900","-2.82","31900","31920","31040","302666","473958202835","218475010361000","140679337"
"2016/11/11","31960","-1020","-3.09","31700","32360","31700","256736","410944654000","224805580526000","140679337"
"2016/11/10","32980","1060","3.32","32600","33000","32360","235907","386938573250","231980226713000","140679337"
"2016/11/09","31920","-960","-2.92","32920","33140","31820","313672","505653812403","224524221852000","140679337"
"2016/11/08","32880","80","0.24","32980","32980","32700","108349","177816155000","231276830028000","140679337"
"2016/11/07","32800","260","0.80","32940","33000","32680","153238","251758734040","230714112680000","140679337"
"2016/11/04","32540","220","0.68","32100","32680","32100","142077","230900044390","228885281299000","140679337"
"2016/11/03","32320","-540","-1.64","32600","32800","32120","206837","335450182716","227337808592000","140679337"
"2016/11/02","32860","-180","-0.54","32800","33040","32620","201985","331899932000","231136150691000","140679337"
"2016/11/01","33040","260","0.79","32600","33040","32240","206948","339618517088","232402264724000","140679337"
"2016/10/31","32780","500","1.55","32320","32780","32220","241344","393220244000","230573433343000","140679337"
"2016/10/28","32280","820","2.61","31600","32280","31600","204284","327230827539","227056449918000","140679337"
"2016/10/27","31460","120","0.38","31420","32340","31120","282340","446642463000","221288597101000","140679337"
"2016/10/26","31340","-600","-1.88","31940","31980","31240","210680","330915079800","220444521079000","140679337"
"2016/10/25","31940","-220","-0.68","32000","32080","31840","197322","315217370000","224664901189000","140679337"
"2016/10/24","32160","380","1.20","31860","32160","31800","185799","297622462851","226212373896000","140679337"
"2016/10/21","31780","-620","-1.91","32120","32260","31760","209550","333914166280","223539466493000","140679337"
"2016/10/20","32400","-100","-0.31","32520","33020","32180","206609","336651987643","227900525940000","140679337"
"2016/10/19","32500","720","2.27","31580","32860","31500","308891","500650900300","228603922625000","140679337"
"2016/10/18","31780","-20","-0.06","31440","31900","31440","207690","329627356042","223539466493000","140679337"
"2016/10/17","31800","260","0.82","31300","32040","30760","255704","403484220000","223680145830000","140679337"
"2016/10/14","31540","400","1.28","30960","31760","30940","283179","444659098000","221851314449000","140679337"
"2016/10/13","31140","440","1.43","31000","31620","30900","437291","683113548556","219037727709000","140679337"
"2016/10/12","30700","-200","-0.65","29900","30900","29880","781771","1184115405220","215942782295000","140679337"
"2016/10/11","30900","-2700","-8.04","32000","32500","30900","768543","1218505208975","217349575665000","140679337"
"2016/10/10","33600","-520","-1.52","33000","33780","32560","505866","834986929392","236341286160000","140679337"
"2016/10/07","34120","300","0.89","34000","34320","33800","521011","886398371679","241687888922000","141669337"
"2016/10/06","33820","1440","4.45","33920","34000","33340","591163","994627932000","239562848867000","141669337"
"2016/10/05","32380","100","0.31","32020","32520","31940","249409","402697403000","229362656603000","141669337"
"2016/10/04","32280","320","1.00","32200","32480","32120","261062","421391806932","228654309918000","141669337"
"2016/09/30","31960","-40","-0.13","31800","32300","31700","235254","376808322312","226387600526000","141669337"
"2016/09/29","32000","660","2.11","31460","32380","31440","227951","364742431000","226670939200000","141669337"
"2016/09/28","31340","-40","-0.13","31080","31460","31080","174128","272129060840","221995851079000","141669337"
"2016/09/27","31380","20","0.06","31000","31500","30660","196688","307083709000","222279189753000","141669337"
"2016/09/26","31360","-60","-0.19","31420","31920","31280","290496","456942544262","222137520416000","141669337"
"2016/09/23","31420","-940","-2.90","31640","31960","31320","365993","577915058500","222562528427000","141669337"
"2016/09/22","32360","520","1.63","32000","32820","31980","228599","371047740835","229220987266000","141669337"
"2016/09/21","31840","140","0.44","31900","32020","31520","210181","334419073683","225537584504000","141669337"
"2016/09/20","31700","540","1.73","31180","31760","31180","258423","407835834000","224545899145000","141669337"
"2016/09/19","31160","620","2.03","30760","31380","30720","448163","696681291950","220720827046000","141669337"
"2016/09/13","30540","1240","4.23","30160","30980","29900","494345","756157008040","216329077599000","141669337"
"2016/09/12","29300","-2200","-6.98","29800","30120","29120","529987","782320164540","207545578705000","141669337"
"2016/09/09","31500","-1280","-3.90","32220","32360","31280","265168","420258876103","223129205775000","141669337"
"2016/09/08","32780","360","1.11","32460","32780","32280","241417","393618278000","232196043343000","141669337"
"2016/09/07","32420","-440","-1.34","32960","33040","32420","191837","314711940000","229645995277000","141669337"
"2016/09/06","32860","740","2.30","32140","32900","31940","153203","249835489000","232762720691000","141669337"
"2016/09/05","32120","180","0.56","31800","32300","31700","167676","268055668000","227520955222000","141669337"
"2016/09/02","31940","200","0.63","31900","32260","31760","163060","260561956725","226245931189000","141669337"
"2016/09/01","31740","-660","-2.04","31660","31760","31260","375803","592548889225","224829237819000","141669337"
"2016/08/31","32400","-500","-1.52","32820","32820","32220","410644","666142417000","229504325940000","141669337"
"2016/08/30","32900","100","0.30","32940","33420","32660","156992","258950991000","233046059365000","141669337"
"2016/08/29","32800","560","1.74","32040","32800","31940","178515","290419250000","232337712680000","141669337"
"2016/08/26","32240","-540","-1.65","32120","32460","32060","241160","388694953000","228370971244000","141669337"
"2016/08/25","32780","-280","-0.85","32600","33180","32440","283476","464313389808","232196043343000","141669337"
"2016/08/24","33060","-680","-2.02","33600","33640","32720","318771","529009346000","234179414061000","141669337"
"2016/08/23","33740","440","1.32","33300","33880","33140","230914","388316616000","238996171519000","141669337"
"2016/08/22","33300","-200","-0.60","33480","33840","33180","252244","421724393240","235879446105000","141669337"
"2016/08/19","33500","700","2.13","32760","33500","32720","336103","557650233595","237296139475000","141669337"
"2016/08/18","32800","1480","4.73","31340","32880","31320","366541","589635089000","232337712680000","141669337"
"2016/08/17","31320","-40","-0.13","31380","31400","31020","148929","232971334843","221854181742000","141669337"
"2016/08/16","31360","460","1.49","30900","31520","30900","216862","339488716680","222137520416000","141669337"
"2016/08/12","30900","-280","-0.90","31180","31400","30880","209497","325885266886","218879125665000","141669337"
"2016/08/11","31180","360","1.17","30820","31180","30520","210672","325317192082","220862496383000","141669337"
"2016/08/10","30820","-520","-1.66","31340","31400","30680","246807","381459642797","218312448317000","141669337"
"2016/08/09","31340","-40","-0.13","31480","31580","31140","180464","283110971986","221995851079000","141669337"
"2016/08/08","31380","160","0.51","31320","31500","31120","222503","348269706311","222279189753000","141669337"
"2016/08/05","31220","880","2.90","30580","31280","30500","139177","216093500000","221145835057000","141669337"
"2016/08/04","30340","0","0.00","30380","30660","30340","140199","213776929000","214912384229000","141669337"
"2016/08/03","30340","-620","-2.00","30960","30960","30340","150098","230013369000","214912384229000","141669337"
"2016/08/02","30960","-400","-1.28","31360","31360","30920","166316","258845916000","219304133676000","141669337"
"2016/08/01","31360","580","1.88","31380","31600","31200","230308","361997475200","222137520416000","141669337"
"2016/07/29","30780","640","2.12","30400","31140","30220","299712","462214605448","218029109643000","141669337"
"2016/07/28","30140","-400","-1.31","30660","30720","29960","190074","286913640000","215454790859000","142969337"
"2016/07/27","30540","-60","-0.20","30240","30580","30240","126701","192780905000","218314177599000","142969337"
"2016/07/26","30600","560","1.86","30000","30620","29960","144570","219487124000","218743085610000","142969337"
"2016/07/25","30040","-280","-0.92","30000","30460","29900","154650","232504279000","214739944174000","142969337"
"2016/07/22","30320","-540","-1.75","30120","30560","30120","171703","260489687172","216741514892000","142969337"
"2016/07/21","30860","60","0.19","30800","30940","30740","170894","263609809000","220601686991000","142969337"
"2016/07/20","30800","140","0.46","30660","30840","30480","155463","238851580000","220172778980000","142969337"
"2016/07/19","30660","0","0.00","30560","30800","30440","202445","310089075000","219171993621000","142969337"
"2016/07/18","30660","300","0.99","30360","30660","30000","231344","352418881331","219171993621000","142969337"
"2016/07/15","30360","360","1.20","30000","30440","29720","232463","351348055000","217027453566000","142969337"
"2016/07/14","30000","380","1.28","29620","30000","29520","248605","371205209092","214454005500000","142969337"
"2016/07/13","29620","340","1.16","29920","29920","29260","200198","296193923000","211737588097000","142969337"
"2016/07/12","29280","-500","-1.68","29980","30100","29200","220494","326831274900","209307109368000","142969337"
"2016/07/11","29780","580","1.99","29200","30000","29200","281136","419270621946","212881342793000","142969337"
"2016/07/08","29200","200","0.69","29000","29500","28980","269963","395068983089","208735232020000","142969337"
"2016/07/07","29000","580","2.04","28420","29000","28320","229904","330718014032","207305538650000","142969337"
"2016/07/06","28420","-960","-3.27","28940","29040","28240","334983","478418955208","203159427877000","142969337"
"2016/07/05","29380","60","0.20","29320","29500","29240","157407","231322776000","210021956053000","142969337"
"2016/07/04","29320","0","0.00","29280","29480","29020","159900","234219813900","209593048042000","142969337"
"2016/07/01","29320","820","2.88","28540","29580","28540","287872","420644284160","209593048042000","142969337"
"2016/06/30","28500","580","2.08","28160","28900","27940","273434","388563908000","203731305225000","142969337"
"2016/06/29","27920","-60","-0.21","28160","28240","27820","210541","295399294500","199585194452000","142969337"
"2016/06/28","27980","20","0.07","27800","28080","27580","214379","298661516000","200014102463000","142969337"
"2016/06/27","27960","-40","-0.14","28000","28100","27700","236780","330275462000","199871133126000","142969337"
"2016/06/24","28000","-600","-2.10","28900","28900","27200","411052","578388052000","200157071800000","142969337"
"2016/06/23","28600","-300","-1.04","28880","28900","28540","225126","322801472650","204446151910000","142969337"
"2016/06/22","28900","-60","-0.21","28920","29000","28620","178965","258245477322","206590691965000","142969337"
"2016/06/21","28960","340","1.19","28640","28980","28520","200411","288622093952","207019599976000","142969337"
"2016/06/20","28620","100","0.35","28540","28960","28520","270316","387585861532","204589121247000","142969337"
"2016/06/17","28520","340","1.21","28200","28700","28200","328394","468749369000","203874274562000","142969337"
"2016/06/16","28180","-80","-0.28","28260","28340","27900","292431","410426847458","201443795833000","142969337"
"2016/06/15","28260","660","2.39","27700","28320","27660","306689","430467294560","202015673181000","142969337"
"2016/06/14","27600","180","0.66","27420","27720","27380","245461","338152916000","197297685060000","142969337"
"2016/06/13","27420","-700","-2.49","27920","27920","27240","304966","420332456318","196010961027000","142969337"
"2016/06/10","28120","-480","-1.68","28480","28500","28080","289681","408712263785","201014887822000","142969337"
"2016/06/09","28600","480","1.71","28160","28600","28120","515375","733403811375","204446151910000","142969337"
"2016/06/08","28120","160","0.57","28380","28380","27780","376162","526797439640","201014887822000","142969337"
"2016/06/07","27960","420","1.53","27720","28040","27600","462843","646493124000","199871133126000","142969337"
"2016/06/03","27540","240","0.88","27400","27580","27280","341324","468150421680","196868777049000","142969337"
"2016/06/02","27300","640","2.40","27000","27440","26920","476139","647071974700","195153145005000","142969337"
"2016/06/01","26660","820","3.17","25960","26820","25900","470080","623229181741","190578126221000","142969337"
"2016/05/31","25840","240","0.94","25600","26000","25360","1250554","1613084382000","184716383404000","142969337"
"2016/05/30","25600","-40","-0.16","25940","25940","25480","206307","264808659000","183000751360000","142969337"
"2016/05/27","25640","-280","-1.08","26000","26020","25460","274891","353853667635","183286690034000","142969337"
"2016/05/26","25920","20","0.08","25980","26060","25900","253073","328765820000","185288260752000","142969337"
"2016/05/25","25900","480","1.89","25660","25960","25480","237255","306328949500","185145291415000","142969337"
"2016/05/24","25420","-300","-1.17","25720","25780","25360","208692","266272150520","181714027327000","142969337"
"2016/05/23","25720","340","1.34","25380","25720","25380","162251","207325088692","183858567382000","142969337"
"2016/05/20","25380","-20","-0.08","25400","25600","25380","159211","202841770000","181428088653000","142969337"
"2016/05/19","25400","40","0.16","25360","25540","25320","200249","254192244875","181571057990000","142969337"
"2016/05/18","25360","80","0.32","25280","25420","25100","183392","231708608000","181285119316000","142969337"
"2016/05/17","25280","320","1.28","24980","25300","24980","183671","231112979120","180713241968000","142969337"
"2016/05/16","24960","-100","-0.40","25060","25260","24940","234403","293614736622","178425732576000","142969337"
"2016/05/13","25060","-560","-2.19","25620","25620","25020","245698","309438828500","179140579261000","142969337"
"2016/05/12","25620","-220","-0.85","25840","25840","25500","152302","195458227000","183143720697000","142969337"
"2016/05/11","25840","-80","-0.31","25920","25980","25740","176688","228342155000","184716383404000","142969337"
"2016/05/10","25920","-60","-0.23","25980","26000","25760","171191","221835012000","185288260752000","142969337"
"2016/05/09","25980","180","0.70","25800","26000","25700","312894","405390164688","185717168763000","142969337"
"2016/05/04","25800","580","2.30","25440","25800","25240","294055","375424577742","184430444730000","142969337"
"2016/05/03","25220","220","0.88","25340","25400","25120","158066","199738658000","180284333957000","142969337"
"2016/05/02","25000","100","0.40","24940","25240","24900","140552","175667923050","178711671250000","142969337"
"2016/04/29","24900","-400","-1.58","25200","25340","24840","325078","406396273452","180611324565000","145069337"
"2016/04/28","25300","-700","-2.69","26000","26000","25220","293069","373375703000","183512711305000","145069337"
"2016/04/27","26000","80","0.31","25880","26000","25720","165946","215119707000","188590138100000","145069337"
"2016/04/26","25920","300","1.17","25700","26100","25660","166901","216518899400","188009860752000","145069337"
"2016/04/25","25620","20","0.08","25700","25700","25420","91957","117549279000","185833820697000","145069337"
"2016/04/22","25600","-280","-1.08","25880","25880","25540","114830","147451087000","185688751360000","145069337"
"2016/04/21","25880","-100","-0.38","26000","26020","25760","145089","188157126600","187719722078000","145069337"
"2016/04/20","25980","220","0.85","25640","26000","25640","171972","222505696250","188445068763000","145069337"
"2016/04/19","25760","-220","-0.85","25880","25920","25660","144766","186507582718","186849306056000","145069337"
"2016/04/18","25980","-20","-0.08","25900","26100","25840","128474","166639007000","188445068763000","145069337"
"2016/04/15","26000","0","0.00","26180","26200","25800","136599","177241956000","188590138100000","145069337"
"2016/04/14","26000","500","1.96","26000","26040","25780","335327","435441430588","188590138100000","145069337"
"2016/04/12","25500","180","0.71","25400","25620","25320","134054","170954198000","184963404675000","145069337"
"2016/04/11","25320","400","1.61","24920","25420","24920","120693","151918457355","183657780642000","145069337"
"2016/04/08","24920","-460","-1.81","25380","25380","24800","251868","315016657000","180756393902000","145069337"
"2016/04/07","25380","-320","-1.25","26000","26000","25160","258795","329570965000","184092988653000","145069337"
"2016/04/06","25700","500","1.98","25380","25820","25360","184234","236263738000","186414098045000","145069337"
"2016/04/05","25200","-900","-3.45","25980","25980","25200","236319","301471883800","182787364620000","145069337"
"2016/04/04","26100","520","2.03","25580","26100","25580","188046","243653171226","189315484785000","145069337"
"2016/04/01","25580","-660","-2.52","25980","26180","25420","271156","349861239136","185543682023000","145069337"
"2016/03/31","26240","80","0.31","26120","26280","25960","382615","500181052171","190330970144000","145069337"
"2016/03/30","26160","360","1.40","26200","26420","26040","267605","350605056000","189750692796000","145069337"
"2016/03/29","25800","-80","-0.31","25880","26000","25700","172454","222853763000","187139444730000","145069337"
"2016/03/28","25880","120","0.47","25760","26000","25760","121218","156895736000","187719722078000","145069337"
"2016/03/25","25760","120","0.47","25660","25800","25560","143446","184538535000","186849306056000","145069337"
"2016/03/24","25640","60","0.23","25580","25800","25320","218795","280495475000","185978890034000","145069337"
"2016/03/23","25580","200","0.79","25380","25580","25240","197418","251144685000","185543682023000","145069337"
"2016/03/22","25380","40","0.16","25340","25580","25240","202872","257254019518","184092988653000","145069337"
"2016/03/21","25340","-120","-0.47","25480","25580","25160","181170","229720890000","183802849979000","145069337"
"2016/03/18","25460","200","0.79","25560","25560","25260","225314","286243564912","184673266001000","145069337"
"2016/03/17","25260","140","0.56","25300","25920","25140","246869","315157216000","183222572631000","145069337"
"2016/03/16","25120","60","0.24","25120","25260","25060","146856","184669685384","182207087272000","145069337"
"2016/03/15","25060","-40","-0.16","25100","25280","24920","172808","217075566930","181771879261000","145069337"
"2016/03/14","25100","120","0.48","25340","25460","24980","217154","274198665000","182062017935000","145069337"
"2016/03/11","24980","480","1.96","24500","25060","24320","267225","331888378800","181191601913000","145069337"
"2016/03/10","24500","620","2.60","24160","24720","24020","283540","346840121000","177709937825000","145069337"
"2016/03/09","23880","40","0.17","23760","23980","23540","183380","217551269956","173212788378000","145069337"
"2016/03/08","23840","-620","-2.53","24460","24480","23720","216202","259515853000","172922649704000","145069337"
"2016/03/07","24460","160","0.66","24400","24620","24300","131376","160439055900","177419799151000","145069337"
"2016/03/04","24300","-100","-0.41","24400","24560","24040","201490","245611861000","176259244455000","145069337"
"2016/03/03","24400","460","1.92","24260","24400","24040","218991","265284785416","176984591140000","145069337"
"2016/03/02","23940","380","1.61","24000","24140","23920","236372","283852951000","173647996389000","145069337"
"2016/02/29","23560","120","0.51","23580","23880","23520","288680","341730680971","170891678986000","145069337"
"2016/02/26","23440","-140","-0.59","23600","23740","23440","177344","208864489000","170021262964000","145069337"
"2016/02/25","23580","140","0.60","23440","23740","23440","133635","157669421000","171036748323000","145069337"
"2016/02/24","23440","-180","-0.76","23560","23580","23220","140484","164927005000","170021262964000","145069337"
"2016/02/23","23620","120","0.51","23580","23780","23460","147674","174272083000","171326886997000","145069337"
"2016/02/22","23500","-300","-1.26","23800","23840","23320","174899","206059224890","170456470975000","145069337"
"2016/02/19","23800","60","0.25","23740","23900","23480","176852","209455620271","172632511030000","145069337"
"2016/02/18","23740","40","0.17","24060","24060","23560","222481","264666470521","172197303019000","145069337"
"2016/02/17","23700","340","1.46","23580","24020","23380","246062","291221290000","171907164345000","145069337"
"2016/02/16","23360","280","1.21","23160","23580","23140","180401","211309041000","169440985616000","145069337"
"2016/02/15","23080","480","2.12","23080","23200","22880","183146","210957395000","167410014898000","145069337"
"2016/02/12","22600","0","0.00","22600","23020","22440","256232","292031250500","163928350810000","145069337"
"2016/02/11","22600","-680","-2.92","22360","22740","22360","305262","344361063000","163928350810000","145069337"
"2016/02/05","23280","160","0.69","23120","23380","23120","188094","218895108685","168860708268000","145069337"
"2016/02/04","23120","200","0.87","23000","23220","22960","247959","286552672000","167700153572000","145069337"
"2016/02/03","22920","-200","-0.87","23000","23040","22740","174507","200071091000","166249460202000","145069337"
"2016/02/02","23120","-140","-0.60","23220","23320","22940","166348","192886012000","167700153572000","145069337"
"2016/02/01","23260","260","1.13","23040","23260","23020","259979","300759048000","168715638931000","145069337"
"2016/01/29","23000","100","0.44","22800","23000","22320","436983","496469081818","166829737550000","145069337"
"2016/01/28","22900","-600","-2.55","23280","23360","22780","315912","362255796600","168657740865000","147299337"
"2016/01/27","23500","760","3.34","22520","23500","22520","276237","318786396000","173076720975000","147299337"
"2016/01/26","22740","-500","-2.15","23100","23140","22720","152399","174094090000","167479346169000","147299337"
"2016/01/25","23240","-120","-0.51","23440","23520","23120","159913","186208743000","171161829594000","147299337"
"2016/01/22","23360","740","3.27","22900","23360","22900","147528","170994648000","172045625616000","147299337"
"2016/01/21","22620","-140","-0.62","22660","23100","22500","190352","217067654000","166595550147000","147299337"
"2016/01/20","22760","-660","-2.82","23200","23200","22640","167052","191106722400","167626645506000","147299337"
"2016/01/19","23420","900","4.00","22560","23420","22560","207242","238811876000","172487523627000","147299337"
"2016/01/18","22520","-120","-0.53","21760","22660","21760","320214","357082162000","165859053462000","147299337"
"2016/01/15","22640","-120","-0.53","22800","23040","22480","209464","238139428600","166742849484000","147299337"
"2016/01/14","22760","-200","-0.87","22620","22840","22620","209022","237186845000","167626645506000","147299337"
"2016/01/13","22960","40","0.17","23060","23180","22960","143316","165119243000","169099638876000","147299337"
"2016/01/12","22920","-120","-0.52","22960","23320","22880","206283","237947553740","168805040202000","147299337"
"2016/01/11","23040","-380","-1.62","23120","23320","22920","241277","278630831000","169688836224000","147299337"
"2016/01/08","23420","160","0.69","23260","23720","23260","257763","301860685807","172487523627000","147299337"
